2018-07-19 14:27:43.920947: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-07-19 14:27:44.096016: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7335
pciBusID: 0000:01:00.0
totalMemory: 7.92GiB freeMemory: 3.03GiB
2018-07-19 14:27:44.096046: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:01:00.0, compute capability: 6.1)
train_file:/home/syp/zwr/txtgen/examples/long_text/yahoo_data/yahoo.train.txt
valid_file:/home/syp/zwr/txtgen/examples/long_text/yahoo_data/yahoo.valid.txt
logdir:./log_dir/bsize32.epoch70.lr_c2warm16000/
step:100 source:(1, 66) loss:128.492
step:1891500 source:(1, 55) loss:5.00681
step:1892000 source:(1, 59) loss:6.37602
step:1892500 source:(1, 28) loss:6.18109
step:1893000 source:(1, 33) loss:6.27384
step:1893500 source:(1, 32) loss:7.18317
step:1894000 source:(1, 66) loss:5.68004
step:1894500 source:(1, 53) loss:4.32366
step:1895000 source:(1, 66) loss:6.4138
step:1895500 source:(1, 66) loss:5.87759
step:1896000 source:(1, 66) loss:4.99506
step:1896500 source:(1, 66) loss:6.94191
step:1897000 source:(1, 66) loss:5.81009
step:1897500 source:(1, 26) loss:4.96088
step:1898000 source:(1, 66) loss:4.0665
step:1898500 source:(1, 66) loss:6.93775
step:1899000 source:(1, 66) loss:6.56849
step:1899500 source:(1, 47) loss:5.38625
step:1900000 source:(1, 46) loss:5.7056
step:1900500 source:(1, 66) loss:4.77669
step:1901000 source:(1, 66) loss:4.88823
step:1901500 source:(1, 63) loss:6.29178
step:1902000 source:(1, 31) loss:6.96679
step:1902500 source:(1, 33) loss:6.23692
step:1903000 source:(1, 53) loss:5.20052
step:1903500 source:(1, 66) loss:7.49616
step:1904000 source:(1, 31) loss:6.6994
step:1904500 source:(1, 66) loss:6.77171
step:1905000 source:(1, 31) loss:5.73482
step:1905500 source:(1, 66) loss:8.52791
step:1906000 source:(1, 66) loss:7.23688
step:1906500 source:(1, 66) loss:6.16758
step:1907000 source:(1, 66) loss:5.67828
step:1907500 source:(1, 57) loss:5.81317
step:1908000 source:(1, 24) loss:5.37474
step:1908500 source:(1, 59) loss:6.71232
step:1909000 source:(1, 39) loss:6.06623
step:1909500 source:(1, 35) loss:8.70521
step:1910000 source:(1, 66) loss:5.19234
step:1910500 source:(1, 43) loss:5.08864
step:1911000 source:(1, 54) loss:5.24982
step:1911500 source:(1, 41) loss:5.56017
step:1912000 source:(1, 66) loss:5.40883
step:1912500 source:(1, 66) loss:6.07692
step:1913000 source:(1, 66) loss:6.15342
step:1913500 source:(1, 44) loss:7.69238
step:1914000 source:(1, 66) loss:5.53995
step:1914500 source:(1, 66) loss:4.14747
step:1915000 source:(1, 66) loss:6.13471
step:1915500 source:(1, 51) loss:4.78579
step:1916000 source:(1, 57) loss:5.45543
step:1916500 source:(1, 66) loss:5.39088
step:1917000 source:(1, 34) loss:7.53511
step:1917500 source:(1, 66) loss:6.92479
step:1918000 source:(1, 66) loss:4.74816
step:1918500 source:(1, 35) loss:6.03101
step:1919000 source:(1, 66) loss:6.9349
step:1919500 source:(1, 35) loss:5.81013
step:1920000 source:(1, 66) loss:6.58391
step:1920500 source:(1, 66) loss:5.30959
step:1921000 source:(1, 36) loss:5.37895
step:1921500 source:(1, 66) loss:6.21494
step:1922000 source:(1, 48) loss:6.41625
step:1922500 source:(1, 51) loss:4.29455
step:1923000 source:(1, 66) loss:6.637
step:1923500 source:(1, 66) loss:6.95807
step:1924000 source:(1, 66) loss:7.10544
step:1924500 source:(1, 66) loss:6.74568
step:1925000 source:(1, 55) loss:6.7398
step:1925500 source:(1, 33) loss:5.88244
step:1926000 source:(1, 66) loss:5.15524
step:1926500 source:(1, 35) loss:6.20785
step:1927000 source:(1, 25) loss:5.45929
step:1927500 source:(1, 30) loss:6.31677
step:1928000 source:(1, 66) loss:5.75302
step:1928500 source:(1, 41) loss:5.75701
step:1929000 source:(1, 59) loss:5.91712
step:1929500 source:(1, 64) loss:5.24766
step:1930000 source:(1, 43) loss:5.60458
step:1930500 source:(1, 66) loss:6.41541
step:1931000 source:(1, 66) loss:4.09399
step:1931500 source:(1, 66) loss:4.28607
step:1932000 source:(1, 39) loss:7.83532
step:1932500 source:(1, 66) loss:6.15149
step:1933000 source:(1, 52) loss:5.4127
step:1933500 source:(1, 66) loss:6.04791
step:1934000 source:(1, 66) loss:7.05344
step:1934500 source:(1, 66) loss:6.7949
step:1935000 source:(1, 66) loss:5.92504
step:1935500 source:(1, 62) loss:5.57178
step:1936000 source:(1, 66) loss:4.8604
step:1936500 source:(1, 66) loss:6.40086
step:1937000 source:(1, 38) loss:5.46025
step:1937500 source:(1, 66) loss:6.31657
step:1938000 source:(1, 30) loss:6.18845
step:1938500 source:(1, 66) loss:6.0144
step:1939000 source:(1, 33) loss:5.73629
step:1939500 source:(1, 66) loss:6.10576
step:1940000 source:(1, 30) loss:7.25291
step:1940500 source:(1, 51) loss:4.70647
step:1941000 source:(1, 66) loss:4.21434
step:1941500 source:(1, 25) loss:5.66559
step:1942000 source:(1, 39) loss:5.25993
step:1942500 source:(1, 59) loss:5.42228
step:1943000 source:(1, 22) loss:6.4876
step:1943500 source:(1, 53) loss:6.07815
step:1944000 source:(1, 66) loss:5.32683
step:1944500 source:(1, 48) loss:4.94365
step:1945000 source:(1, 23) loss:6.22255
step:1945500 source:(1, 52) loss:5.35792
step:1946000 source:(1, 40) loss:5.61613
step:1946500 source:(1, 66) loss:6.34894
step:1947000 source:(1, 66) loss:5.70432
step:1947500 source:(1, 66) loss:5.54945
step:1948000 source:(1, 49) loss:6.43493
step:1948500 source:(1, 27) loss:7.43735
step:1949000 source:(1, 24) loss:6.1179
step:1949500 source:(1, 66) loss:6.54623
step:1950000 source:(1, 58) loss:6.11204
epoch:16 eval_bleu:53.735536336898804
2018-07-23 13:38:13.364837: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 13:38:13.364913: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 13:38:13.365973: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 13:38:13.366016: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
step:1950500 source:(1, 38) loss:5.93142
step:1951000 source:(1, 29) loss:4.15242
step:1951500 source:(1, 32) loss:5.25281
step:1952000 source:(1, 66) loss:5.671
step:1952500 source:(1, 66) loss:6.184
step:1953000 source:(1, 65) loss:6.02248
step:1953500 source:(1, 66) loss:6.09015
step:1954000 source:(1, 66) loss:5.73986
step:1954500 source:(1, 66) loss:6.84994
step:1955000 source:(1, 28) loss:4.2441
step:1955500 source:(1, 61) loss:5.56181
step:1956000 source:(1, 66) loss:5.24273
step:1956500 source:(1, 66) loss:5.70596
step:1957000 source:(1, 61) loss:6.02018
step:1957500 source:(1, 22) loss:6.24951
step:1958000 source:(1, 47) loss:5.15738
step:1958500 source:(1, 66) loss:6.33903
step:1959000 source:(1, 66) loss:8.37445
step:1959500 source:(1, 41) loss:5.79311
step:1960000 source:(1, 66) loss:4.95854
step:1960500 source:(1, 41) loss:7.95652
step:1961000 source:(1, 66) loss:4.8916
step:1961500 source:(1, 66) loss:6.0614
step:1962000 source:(1, 66) loss:4.94741
step:1962500 source:(1, 66) loss:4.59794
step:1963000 source:(1, 38) loss:7.13759
step:1963500 source:(1, 66) loss:5.31675
step:1964000 source:(1, 66) loss:6.62911
step:1964500 source:(1, 56) loss:6.52699
step:1965000 source:(1, 43) loss:6.20678
step:1965500 source:(1, 66) loss:4.62844
step:1966000 source:(1, 41) loss:4.45787
step:1966500 source:(1, 66) loss:6.64853
step:1967000 source:(1, 66) loss:7.31338
step:1967500 source:(1, 66) loss:5.30212
step:1968000 source:(1, 66) loss:5.66085
step:1968500 source:(1, 66) loss:4.86259
step:1969000 source:(1, 66) loss:5.32693
step:1969500 source:(1, 66) loss:5.80339
step:1970000 source:(1, 66) loss:5.62792
step:1970500 source:(1, 42) loss:7.58166
step:1971000 source:(1, 66) loss:5.63368
step:1971500 source:(1, 66) loss:4.00501
step:1972000 source:(1, 66) loss:6.72782
step:1972500 source:(1, 24) loss:6.89058
step:1973000 source:(1, 66) loss:5.73751
step:1973500 source:(1, 42) loss:7.59439
step:1974000 source:(1, 66) loss:6.07343
step:1974500 source:(1, 66) loss:4.93233
step:1975000 source:(1, 27) loss:4.92968
step:1975500 source:(1, 66) loss:6.08268
step:1976000 source:(1, 32) loss:4.99085
step:1976500 source:(1, 49) loss:5.64517
step:1977000 source:(1, 66) loss:6.51639
step:1977500 source:(1, 56) loss:5.57895
step:1978000 source:(1, 66) loss:5.13011
step:1978500 source:(1, 66) loss:6.78208
step:1979000 source:(1, 66) loss:6.10013
step:1979500 source:(1, 66) loss:6.90204
step:1980000 source:(1, 66) loss:5.46076
step:1980500 source:(1, 46) loss:5.43201
step:1981000 source:(1, 66) loss:6.64497
step:1981500 source:(1, 66) loss:5.44363
step:1982000 source:(1, 50) loss:5.92023
step:1982500 source:(1, 44) loss:5.63284
step:1983000 source:(1, 30) loss:7.15705
step:1983500 source:(1, 66) loss:5.7119
step:1984000 source:(1, 66) loss:5.82876
step:1984500 source:(1, 66) loss:5.39635
step:1985000 source:(1, 66) loss:5.60519
step:1985500 source:(1, 23) loss:4.70209
step:1986000 source:(1, 66) loss:6.35647
step:1986500 source:(1, 34) loss:5.52888
step:1987000 source:(1, 66) loss:5.55003
step:1987500 source:(1, 66) loss:5.64801
step:1988000 source:(1, 66) loss:6.35243
step:1988500 source:(1, 46) loss:5.81918
step:1989000 source:(1, 66) loss:6.60424
step:1989500 source:(1, 37) loss:5.84065
step:1990000 source:(1, 66) loss:5.54642
step:1990500 source:(1, 36) loss:5.0908
step:1991000 source:(1, 33) loss:4.99306
step:1991500 source:(1, 55) loss:4.18117
step:1992000 source:(1, 59) loss:6.81598
step:1992500 source:(1, 28) loss:6.18973
step:1993000 source:(1, 33) loss:6.15626
step:1993500 source:(1, 32) loss:5.73027
step:1994000 source:(1, 66) loss:5.93938
step:1994500 source:(1, 53) loss:5.18748
step:1995000 source:(1, 66) loss:4.39687
step:1995500 source:(1, 66) loss:5.17522
step:1996000 source:(1, 66) loss:5.39164
step:1996500 source:(1, 66) loss:6.76031
step:1997000 source:(1, 66) loss:6.42262
step:1997500 source:(1, 26) loss:6.39491
step:1998000 source:(1, 66) loss:5.43369
step:1998500 source:(1, 66) loss:6.19893
step:1999000 source:(1, 66) loss:5.99613
step:1999500 source:(1, 47) loss:6.53841
step:2000000 source:(1, 46) loss:6.61289
step:2000500 source:(1, 66) loss:6.21531
step:2001000 source:(1, 66) loss:5.2405
step:2001500 source:(1, 63) loss:7.03227
step:2002000 source:(1, 31) loss:7.82834
step:2002500 source:(1, 33) loss:4.88487
step:2003000 source:(1, 53) loss:4.2881
step:2003500 source:(1, 66) loss:6.24891
step:2004000 source:(1, 31) loss:7.48709
step:2004500 source:(1, 66) loss:5.69521
step:2005000 source:(1, 31) loss:5.12782
step:2005500 source:(1, 66) loss:6.64132
step:2006000 source:(1, 66) loss:6.26887
step:2006500 source:(1, 66) loss:5.16241
step:2007000 source:(1, 66) loss:5.82033
step:2007500 source:(1, 57) loss:5.37116
step:2008000 source:(1, 24) loss:5.11087
step:2008500 source:(1, 59) loss:7.23318
step:2009000 source:(1, 39) loss:5.03583
step:2009500 source:(1, 35) loss:6.14222
step:2010000 source:(1, 66) loss:6.3785
step:2010500 source:(1, 43) loss:5.90431
step:2011000 source:(1, 54) loss:5.60484
step:2011500 source:(1, 41) loss:6.35959
step:2012000 source:(1, 66) loss:5.51567
step:2012500 source:(1, 66) loss:5.62871
step:2013000 source:(1, 66) loss:6.58956
step:2013500 source:(1, 44) loss:5.32864
step:2014000 source:(1, 66) loss:6.96731
step:2014500 source:(1, 66) loss:5.44766
step:2015000 source:(1, 66) loss:5.78783
step:2015500 source:(1, 51) loss:6.09635
step:2016000 source:(1, 57) loss:4.60681
step:2016500 source:(1, 66) loss:6.58251
step:2017000 source:(1, 34) loss:7.36302
step:2017500 source:(1, 66) loss:7.16475
step:2018000 source:(1, 66) loss:4.20597
step:2018500 source:(1, 35) loss:6.30332
step:2019000 source:(1, 66) loss:6.53204
step:2019500 source:(1, 35) loss:6.5321
step:2020000 source:(1, 66) loss:6.96524
step:2020500 source:(1, 66) loss:6.63248
step:2021000 source:(1, 36) loss:6.06982
step:2021500 source:(1, 66) loss:6.2347
step:2022000 source:(1, 48) loss:5.49396
step:2022500 source:(1, 51) loss:4.00596
step:2023000 source:(1, 66) loss:6.64595
step:2023500 source:(1, 66) loss:6.74541
step:2024000 source:(1, 66) loss:8.11253
step:2024500 source:(1, 66) loss:5.86975
step:2025000 source:(1, 55) loss:5.77599
step:2025500 source:(1, 33) loss:6.01654
step:2026000 source:(1, 66) loss:6.66314
step:2026500 source:(1, 35) loss:5.4739
step:2027000 source:(1, 25) loss:5.20008
step:2027500 source:(1, 30) loss:5.89691
step:2028000 source:(1, 66) loss:4.96322
step:2028500 source:(1, 41) loss:5.46876
step:2029000 source:(1, 59) loss:5.32565
step:2029500 source:(1, 64) loss:5.92153
step:2030000 source:(1, 43) loss:6.25179
step:2030500 source:(1, 66) loss:5.0708
step:2031000 source:(1, 66) loss:7.38965
step:2031500 source:(1, 66) loss:4.75809
step:2032000 source:(1, 39) loss:7.3507
step:2032500 source:(1, 66) loss:5.2616
step:2033000 source:(1, 52) loss:6.93102
step:2033500 source:(1, 66) loss:6.92336
step:2034000 source:(1, 66) loss:7.78814
step:2034500 source:(1, 66) loss:6.49036
step:2035000 source:(1, 66) loss:6.675
step:2035500 source:(1, 62) loss:4.58245
step:2036000 source:(1, 66) loss:5.68338
step:2036500 source:(1, 66) loss:6.12911
step:2037000 source:(1, 38) loss:6.88654
step:2037500 source:(1, 66) loss:5.97684
step:2038000 source:(1, 30) loss:6.67178
step:2038500 source:(1, 66) loss:6.70849
step:2039000 source:(1, 33) loss:5.82759
step:2039500 source:(1, 66) loss:7.15715
step:2040000 source:(1, 30) loss:5.48892
step:2040500 source:(1, 51) loss:6.33016
step:2041000 source:(1, 66) loss:4.18917
step:2041500 source:(1, 25) loss:4.61486
step:2042000 source:(1, 39) loss:6.66043
step:2042500 source:(1, 59) loss:7.14664
step:2043000 source:(1, 22) loss:4.56683
step:2043500 source:(1, 53) loss:6.36397
step:2044000 source:(1, 66) loss:4.80957
step:2044500 source:(1, 48) loss:4.7519
step:2045000 source:(1, 23) loss:6.29685
step:2045500 source:(1, 52) loss:6.22579
step:2046000 source:(1, 40) loss:5.49101
step:2046500 source:(1, 66) loss:6.15925
step:2047000 source:(1, 66) loss:6.17595
step:2047500 source:(1, 66) loss:6.03433
step:2048000 source:(1, 49) loss:5.82084
step:2048500 source:(1, 27) loss:6.34117
step:2049000 source:(1, 24) loss:5.94102
step:2049500 source:(1, 66) loss:6.45053
step:2050000 source:(1, 58) loss:6.31831
epoch:17 eval_bleu:48.17664623260498
2018-07-23 16:39:14.987825: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 16:39:14.987844: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 16:39:14.987854: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 16:39:14.987826: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 16:39:14.988780: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 16:39:14.988830: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 16:54:25.080321: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 16:54:25.080395: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-23 16:54:25.080439: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
step:2050500 source:(1, 38) loss:4.4299
step:2051000 source:(1, 29) loss:4.37607
step:2051500 source:(1, 32) loss:5.66893
step:2052000 source:(1, 66) loss:4.26228
step:2052500 source:(1, 66) loss:5.91939
step:2053000 source:(1, 65) loss:5.66417
step:2053500 source:(1, 66) loss:7.0784
step:2054000 source:(1, 66) loss:7.21878
step:2054500 source:(1, 66) loss:6.49712
step:2055000 source:(1, 28) loss:4.63957
step:2055500 source:(1, 61) loss:6.18675
step:2056000 source:(1, 66) loss:6.14757
step:2056500 source:(1, 66) loss:5.57977
step:2057000 source:(1, 61) loss:5.55638
step:2057500 source:(1, 22) loss:6.30479
step:2058000 source:(1, 47) loss:5.87368
step:2058500 source:(1, 66) loss:5.51601
step:2059000 source:(1, 66) loss:7.77252
step:2059500 source:(1, 41) loss:6.31007
step:2060000 source:(1, 66) loss:5.17232
step:2060500 source:(1, 41) loss:6.80554
step:2061000 source:(1, 66) loss:6.6875
step:2061500 source:(1, 66) loss:6.12076
step:2062000 source:(1, 66) loss:5.39865
step:2062500 source:(1, 66) loss:5.43528
step:2063000 source:(1, 38) loss:5.68713
step:2063500 source:(1, 66) loss:6.23042
step:2064000 source:(1, 66) loss:6.41203
step:2064500 source:(1, 56) loss:5.78162
step:2065000 source:(1, 43) loss:5.71797
step:2065500 source:(1, 66) loss:5.2335
step:2066000 source:(1, 41) loss:4.50179
step:2066500 source:(1, 66) loss:7.38122
step:2067000 source:(1, 66) loss:5.34042
step:2067500 source:(1, 66) loss:6.01806
step:2068000 source:(1, 66) loss:5.90701
step:2068500 source:(1, 66) loss:6.63937
step:2069000 source:(1, 66) loss:6.83316
step:2069500 source:(1, 66) loss:5.6341
step:2070000 source:(1, 66) loss:7.27678
step:2070500 source:(1, 42) loss:6.47671
step:2071000 source:(1, 66) loss:6.56401
step:2071500 source:(1, 66) loss:6.41659
step:2072000 source:(1, 66) loss:6.03536
step:2072500 source:(1, 24) loss:6.12961
step:2073000 source:(1, 66) loss:6.07177
step:2073500 source:(1, 42) loss:7.21907
step:2074000 source:(1, 66) loss:5.62582
step:2074500 source:(1, 66) loss:6.93525
step:2075000 source:(1, 27) loss:5.86798
step:2075500 source:(1, 66) loss:6.43222
step:2076000 source:(1, 32) loss:5.92421
step:2076500 source:(1, 49) loss:5.83612
step:2077000 source:(1, 66) loss:5.75814
step:2077500 source:(1, 56) loss:6.51697
step:2078000 source:(1, 66) loss:6.23154
step:2078500 source:(1, 66) loss:7.85142
step:2079000 source:(1, 66) loss:6.37037
step:2079500 source:(1, 66) loss:6.06806
step:2080000 source:(1, 66) loss:6.39414
step:2080500 source:(1, 46) loss:6.64187
step:2081000 source:(1, 66) loss:7.08273
step:2081500 source:(1, 66) loss:6.14844
step:2082000 source:(1, 50) loss:7.03263
step:2082500 source:(1, 44) loss:6.35816
step:2083000 source:(1, 30) loss:7.67491
step:2083500 source:(1, 66) loss:6.25164
step:2084000 source:(1, 66) loss:6.23463
step:2084500 source:(1, 66) loss:5.12387
step:2085000 source:(1, 66) loss:8.24607
step:2085500 source:(1, 23) loss:4.31943
step:2086000 source:(1, 66) loss:6.16324
step:2086500 source:(1, 34) loss:5.65686
step:2087000 source:(1, 66) loss:5.62129
step:2087500 source:(1, 66) loss:5.7301
step:2088000 source:(1, 66) loss:7.01956
step:2088500 source:(1, 46) loss:4.96996
step:2089000 source:(1, 66) loss:5.61229
step:2089500 source:(1, 37) loss:5.97862
step:2090000 source:(1, 66) loss:4.82664
step:2090500 source:(1, 36) loss:5.15146
step:2091000 source:(1, 33) loss:5.22157
step:2091500 source:(1, 55) loss:4.45341
step:2092000 source:(1, 59) loss:6.60195
step:2092500 source:(1, 28) loss:5.1034
step:2093000 source:(1, 33) loss:6.05338
step:2093500 source:(1, 32) loss:6.4154
step:2094000 source:(1, 66) loss:5.55347
step:2094500 source:(1, 53) loss:5.4497
step:2095000 source:(1, 66) loss:5.33267
step:2095500 source:(1, 66) loss:5.48444
step:2096000 source:(1, 66) loss:5.48285
step:2096500 source:(1, 66) loss:5.90619
step:2097000 source:(1, 66) loss:6.13547
step:2097500 source:(1, 26) loss:6.69741
step:2098000 source:(1, 66) loss:5.89513
step:2098500 source:(1, 66) loss:6.21876
step:2099000 source:(1, 66) loss:7.27279
step:2099500 source:(1, 47) loss:5.46015
step:2100000 source:(1, 46) loss:6.3092
step:2100500 source:(1, 66) loss:5.50033
step:2101000 source:(1, 66) loss:6.24281
step:2101500 source:(1, 63) loss:6.91167
step:2102000 source:(1, 31) loss:6.59075
step:2102500 source:(1, 33) loss:5.05668
step:2103000 source:(1, 53) loss:5.98213
step:2103500 source:(1, 66) loss:5.70775
step:2104000 source:(1, 31) loss:7.23532
step:2104500 source:(1, 66) loss:6.21304
step:2105000 source:(1, 31) loss:5.1148
step:2105500 source:(1, 66) loss:7.95093
step:2106000 source:(1, 66) loss:5.54246
step:2106500 source:(1, 66) loss:6.07154
step:2107000 source:(1, 66) loss:6.47637
step:2107500 source:(1, 57) loss:6.06776
step:2108000 source:(1, 24) loss:5.17762
step:2108500 source:(1, 59) loss:6.43919
step:2109000 source:(1, 39) loss:5.0321
step:2109500 source:(1, 35) loss:7.36753
step:2110000 source:(1, 66) loss:5.17343
step:2110500 source:(1, 43) loss:6.1318
step:2111000 source:(1, 54) loss:6.20406
step:2111500 source:(1, 41) loss:5.88825
step:2112000 source:(1, 66) loss:6.48433
step:2112500 source:(1, 66) loss:6.85542
step:2113000 source:(1, 66) loss:6.78349
step:2113500 source:(1, 44) loss:6.68835
step:2114000 source:(1, 66) loss:5.98237
step:2114500 source:(1, 66) loss:5.15539
step:2115000 source:(1, 66) loss:4.83677
step:2115500 source:(1, 51) loss:5.17764
step:2116000 source:(1, 57) loss:5.13711
step:2116500 source:(1, 66) loss:6.03125
step:2117000 source:(1, 34) loss:6.19749
step:2117500 source:(1, 66) loss:5.93007
step:2118000 source:(1, 66) loss:5.14907
step:2118500 source:(1, 35) loss:6.52949
step:2119000 source:(1, 66) loss:7.84033
step:2119500 source:(1, 35) loss:6.0025
step:2120000 source:(1, 66) loss:6.06775
step:2120500 source:(1, 66) loss:5.31587
step:2121000 source:(1, 36) loss:5.8113
step:2121500 source:(1, 66) loss:4.42241
step:2122000 source:(1, 48) loss:5.67066
step:2122500 source:(1, 51) loss:7.34376
step:2123000 source:(1, 66) loss:5.62531
step:2123500 source:(1, 66) loss:7.07521
step:2124000 source:(1, 66) loss:6.81624
step:2124500 source:(1, 66) loss:5.98895
step:2125000 source:(1, 55) loss:5.4912
step:2125500 source:(1, 33) loss:6.23887
step:2126000 source:(1, 66) loss:5.2859
step:2126500 source:(1, 35) loss:6.14249
step:2127000 source:(1, 25) loss:4.96415
step:2127500 source:(1, 30) loss:5.56511
step:2128000 source:(1, 66) loss:4.8006
step:2128500 source:(1, 41) loss:6.57134
step:2129000 source:(1, 59) loss:6.18956
step:2129500 source:(1, 64) loss:3.89995
step:2130000 source:(1, 43) loss:5.23077
step:2130500 source:(1, 66) loss:6.30162
step:2131000 source:(1, 66) loss:6.30394
step:2131500 source:(1, 66) loss:5.15037
step:2132000 source:(1, 39) loss:7.10517
step:2132500 source:(1, 66) loss:5.1896
step:2133000 source:(1, 52) loss:5.74239
step:2133500 source:(1, 66) loss:6.79396
step:2134000 source:(1, 66) loss:6.7606
step:2134500 source:(1, 66) loss:6.587
step:2135000 source:(1, 66) loss:7.14364
step:2135500 source:(1, 62) loss:5.82223
step:2136000 source:(1, 66) loss:5.94807
step:2136500 source:(1, 66) loss:5.24693
step:2137000 source:(1, 38) loss:6.23712
step:2137500 source:(1, 66) loss:5.48397
step:2138000 source:(1, 30) loss:6.22337
step:2138500 source:(1, 66) loss:5.68326
step:2139000 source:(1, 33) loss:5.7033
step:2139500 source:(1, 66) loss:5.92895
step:2140000 source:(1, 30) loss:5.48574
step:2140500 source:(1, 51) loss:6.70025
step:2141000 source:(1, 66) loss:5.00629
step:2141500 source:(1, 25) loss:4.85678
step:2142000 source:(1, 39) loss:5.29944
step:2142500 source:(1, 59) loss:6.68941
step:2143000 source:(1, 22) loss:5.49381
step:2143500 source:(1, 53) loss:7.45164
step:2144000 source:(1, 66) loss:5.61062
step:2144500 source:(1, 48) loss:5.70376
step:2145000 source:(1, 23) loss:6.61489
step:2145500 source:(1, 52) loss:6.14039
step:2146000 source:(1, 40) loss:5.32396
step:2146500 source:(1, 66) loss:5.31532
step:2147000 source:(1, 66) loss:5.24912
step:2147500 source:(1, 66) loss:6.42878
step:2148000 source:(1, 49) loss:6.36767
step:2148500 source:(1, 27) loss:6.3943
step:2149000 source:(1, 24) loss:6.29631
step:2149500 source:(1, 66) loss:6.82553
step:2150000 source:(1, 58) loss:6.94543
