2018-05-17 11:09:58.380724: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-05-17 11:09:58.549518: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7335
pciBusID: 0000:04:00.0
totalMemory: 7.92GiB freeMemory: 6.43GiB
2018-05-17 11:09:58.549546: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:04:00.0, compute capability: 6.1)
global step: 44700, learning rate: 0.0030000, training ppl: 61.132774, valid ppl: 84.800692, test ppl: 79.733194

global step: 44800, learning rate: 0.0030000, training ppl: 62.683185, valid ppl: 84.874289, test ppl: 79.174181

global step: 44900, learning rate: 0.0030000, training ppl: 59.841847, valid ppl: 85.226781, test ppl: 79.951814

global step: 45000, learning rate: 0.0030000, training ppl: 60.422321, valid ppl: 84.903156, test ppl: 79.307983

global step: 45100, learning rate: 0.0030000, training ppl: 61.284143, valid ppl: 85.170021, test ppl: 79.833090

global step: 45200, learning rate: 0.0030000, training ppl: 61.729625, valid ppl: 85.169368, test ppl: 79.651924

global step: 45300, learning rate: 0.0030000, training ppl: 59.889554, valid ppl: 85.210213, test ppl: 79.934493

global step: 45400, learning rate: 0.0030000, training ppl: 60.392104, valid ppl: 84.636496, test ppl: 79.080162

global step: 45500, learning rate: 0.0030000, training ppl: 60.986261, valid ppl: 85.235953, test ppl: 79.852489

global step: 45600, learning rate: 0.0030000, training ppl: 62.499490, valid ppl: 84.834410, test ppl: 79.376834

global step: 45700, learning rate: 0.0030000, training ppl: 60.886497, valid ppl: 84.806198, test ppl: 79.192930

global step: 45800, learning rate: 0.0030000, training ppl: 60.236943, valid ppl: 84.396515, test ppl: 79.146242

global step: 45900, learning rate: 0.0030000, training ppl: 60.837657, valid ppl: 85.244187, test ppl: 79.591239

global step: 46000, learning rate: 0.0030000, training ppl: 62.061268, valid ppl: 83.985609, test ppl: 78.931641

global step: 46100, learning rate: 0.0030000, training ppl: 60.942002, valid ppl: 84.514581, test ppl: 78.881423

global step: 46200, learning rate: 0.0030000, training ppl: 60.010174, valid ppl: 85.224926, test ppl: 79.622219

global step: 46300, learning rate: 0.0030000, training ppl: 60.360921, valid ppl: 85.182336, test ppl: 79.433920

global step: 46400, learning rate: 0.0030000, training ppl: 65.494008, valid ppl: 85.196228, test ppl: 79.785022

global step: 46500, learning rate: 0.0030000, training ppl: 62.033159, valid ppl: 85.000323, test ppl: 79.330809

global step: 46600, learning rate: 0.0030000, training ppl: 59.884683, valid ppl: 84.744044, test ppl: 79.119091

global step: 46700, learning rate: 0.0030000, training ppl: 60.102592, valid ppl: 85.316093, test ppl: 79.563925

global step: 46800, learning rate: 0.0030000, training ppl: 68.114248, valid ppl: 84.003293, test ppl: 79.049252

global step: 46900, learning rate: 0.0030000, training ppl: 62.248320, valid ppl: 84.461572, test ppl: 78.680428

global step: 47000, learning rate: 0.0030000, training ppl: 59.561795, valid ppl: 85.117236, test ppl: 79.257460

global step: 47100, learning rate: 0.0030000, training ppl: 60.249878, valid ppl: 84.915280, test ppl: 79.055400

global step: 47200, learning rate: 0.0030000, training ppl: 67.758736, valid ppl: 84.641896, test ppl: 79.436566

global step: 47300, learning rate: 0.0030000, training ppl: 62.058329, valid ppl: 84.504260, test ppl: 78.712110

global step: 47400, learning rate: 0.0030000, training ppl: 59.460570, valid ppl: 84.960171, test ppl: 79.236132

global step: 47500, learning rate: 0.0030000, training ppl: 60.186688, valid ppl: 85.032773, test ppl: 79.103971

global step: 47600, learning rate: 0.0030000, training ppl: 60.923427, valid ppl: 84.772204, test ppl: 79.588226

global step: 47700, learning rate: 0.0030000, training ppl: 61.995350, valid ppl: 84.568383, test ppl: 78.858927

global step: 47800, learning rate: 0.0030000, training ppl: 59.220056, valid ppl: 84.886951, test ppl: 79.650375

global step: 47900, learning rate: 0.0030000, training ppl: 59.824286, valid ppl: 84.933856, test ppl: 79.307804

global step: 48000, learning rate: 0.0030000, training ppl: 60.749803, valid ppl: 84.944209, test ppl: 79.569422

global step: 48100, learning rate: 0.0030000, training ppl: 60.952600, valid ppl: 84.559906, test ppl: 79.172167

global step: 48200, learning rate: 0.0030000, training ppl: 59.146476, valid ppl: 84.286201, test ppl: 79.006756

global step: 48300, learning rate: 0.0030000, training ppl: 59.671268, valid ppl: 84.568436, test ppl: 79.215312

global step: 48400, learning rate: 0.0030000, training ppl: 60.412330, valid ppl: 85.553014, test ppl: 79.681301

global step: 48500, learning rate: 0.0030000, training ppl: 61.349698, valid ppl: 84.403700, test ppl: 79.016165

global step: 48600, learning rate: 0.0030000, training ppl: 60.123666, valid ppl: 84.448437, test ppl: 78.751583

global step: 48700, learning rate: 0.0030000, training ppl: 59.795681, valid ppl: 84.554184, test ppl: 79.313564

global step: 48800, learning rate: 0.0030000, training ppl: 60.416669, valid ppl: 84.940580, test ppl: 79.815930

global step: 48900, learning rate: 0.0030000, training ppl: 62.625898, valid ppl: 84.388183, test ppl: 79.144509

global step: 49000, learning rate: 0.0030000, training ppl: 60.901216, valid ppl: 84.819836, test ppl: 79.171551

global step: 49100, learning rate: 0.0003000, training ppl: 59.740488, valid ppl: 82.970413, test ppl: 77.544006

global step: 49200, learning rate: 0.0003000, training ppl: 59.348352, valid ppl: 82.324616, test ppl: 76.899268

global step: 49300, learning rate: 0.0003000, training ppl: 57.915869, valid ppl: 81.957275, test ppl: 76.642813

global step: 49400, learning rate: 0.0003000, training ppl: 52.377057, valid ppl: 82.113671, test ppl: 76.628400

global step: 49500, learning rate: 0.0003000, training ppl: 52.466136, valid ppl: 81.905657, test ppl: 76.484495

global step: 49600, learning rate: 0.0003000, training ppl: 53.298899, valid ppl: 81.733941, test ppl: 76.273496

global step: 49700, learning rate: 0.0003000, training ppl: 58.117145, valid ppl: 81.646734, test ppl: 76.242689

global step: 49800, learning rate: 0.0003000, training ppl: 51.544240, valid ppl: 81.759592, test ppl: 76.291664

global step: 49900, learning rate: 0.0003000, training ppl: 50.678082, valid ppl: 81.677085, test ppl: 76.202825

global step: 50000, learning rate: 0.0003000, training ppl: 51.949374, valid ppl: 81.551004, test ppl: 76.022907

global step: 50100, learning rate: 0.0003000, training ppl: 58.957018, valid ppl: 81.443993, test ppl: 76.046701

global step: 50200, learning rate: 0.0003000, training ppl: 50.811500, valid ppl: 81.453159, test ppl: 75.989547

global step: 50300, learning rate: 0.0003000, training ppl: 49.725288, valid ppl: 81.528280, test ppl: 76.066684

global step: 50400, learning rate: 0.0003000, training ppl: 51.115240, valid ppl: 81.301110, test ppl: 75.801373

global step: 50500, learning rate: 0.0003000, training ppl: 51.704101, valid ppl: 81.425473, test ppl: 75.917709

global step: 50600, learning rate: 0.0003000, training ppl: 50.402819, valid ppl: 81.386363, test ppl: 75.904219

global step: 50700, learning rate: 0.0003000, training ppl: 48.874460, valid ppl: 81.338995, test ppl: 75.848663

global step: 50800, learning rate: 0.0003000, training ppl: 50.332921, valid ppl: 81.294391, test ppl: 75.744704

global step: 50900, learning rate: 0.0003000, training ppl: 51.034780, valid ppl: 81.450350, test ppl: 75.864173

global step: 51000, learning rate: 0.0003000, training ppl: 49.363650, valid ppl: 81.389596, test ppl: 75.838896

global step: 51100, learning rate: 0.0003000, training ppl: 47.913343, valid ppl: 81.398147, test ppl: 75.859063

global step: 51200, learning rate: 0.0003000, training ppl: 49.442422, valid ppl: 81.337989, test ppl: 75.745701

global step: 51300, learning rate: 0.0003000, training ppl: 50.061851, valid ppl: 81.408901, test ppl: 75.688077

global step: 51400, learning rate: 0.0003000, training ppl: 49.756236, valid ppl: 81.372317, test ppl: 75.752070

global step: 51500, learning rate: 0.0003000, training ppl: 47.960849, valid ppl: 81.360707, test ppl: 75.708562

global step: 51600, learning rate: 0.0003000, training ppl: 49.075656, valid ppl: 81.514850, test ppl: 75.918959

global step: 51700, learning rate: 0.0003000, training ppl: 49.620454, valid ppl: 81.392772, test ppl: 75.738634

global step: 51800, learning rate: 0.0003000, training ppl: 49.267471, valid ppl: 81.372809, test ppl: 75.818694

global step: 51900, learning rate: 0.0003000, training ppl: 47.967973, valid ppl: 81.515548, test ppl: 75.844132

global step: 52000, learning rate: 0.0003000, training ppl: 48.306626, valid ppl: 81.423207, test ppl: 75.769657

global step: 52100, learning rate: 0.0003000, training ppl: 48.952493, valid ppl: 81.451821, test ppl: 75.676342

global step: 52200, learning rate: 0.0003000, training ppl: 50.263460, valid ppl: 81.374194, test ppl: 75.710814

global step: 52300, learning rate: 0.0003000, training ppl: 48.179583, valid ppl: 81.493170, test ppl: 75.697279

global step: 52400, learning rate: 0.0003000, training ppl: 47.770706, valid ppl: 81.342063, test ppl: 75.660799

global step: 52500, learning rate: 0.0003000, training ppl: 48.298345, valid ppl: 81.239217, test ppl: 75.506850

global step: 52600, learning rate: 0.0003000, training ppl: 53.448051, valid ppl: 81.369020, test ppl: 75.677008

global step: 52700, learning rate: 0.0003000, training ppl: 47.960894, valid ppl: 81.281957, test ppl: 75.532829

global step: 52800, learning rate: 0.0003000, training ppl: 46.825458, valid ppl: 81.472651, test ppl: 75.743933

global step: 52900, learning rate: 0.0003000, training ppl: 47.624532, valid ppl: 81.476467, test ppl: 75.659986

global step: 53000, learning rate: 0.0003000, training ppl: 52.334877, valid ppl: 81.372348, test ppl: 75.645228

global step: 53100, learning rate: 0.0003000, training ppl: 47.434842, valid ppl: 81.320779, test ppl: 75.596890

global step: 53200, learning rate: 0.0003000, training ppl: 46.572957, valid ppl: 81.542625, test ppl: 75.861825

global step: 53300, learning rate: 0.0003000, training ppl: 47.676153, valid ppl: 81.384122, test ppl: 75.636692

global step: 53400, learning rate: 0.0003000, training ppl: 48.198567, valid ppl: 81.379202, test ppl: 75.563961

global step: 53500, learning rate: 0.0003000, training ppl: 47.690246, valid ppl: 81.357395, test ppl: 75.612779

global step: 53600, learning rate: 0.0003000, training ppl: 46.314966, valid ppl: 81.574695, test ppl: 75.835992

global step: 53700, learning rate: 0.0003000, training ppl: 47.405047, valid ppl: 81.221180, test ppl: 75.468835

global step: 53800, learning rate: 0.0003000, training ppl: 47.931624, valid ppl: 81.461441, test ppl: 75.674280

global step: 53900, learning rate: 0.0003000, training ppl: 47.465497, valid ppl: 81.359053, test ppl: 75.668427

global step: 54000, learning rate: 0.0003000, training ppl: 45.760831, valid ppl: 81.511544, test ppl: 75.861360

global step: 54100, learning rate: 0.0003000, training ppl: 46.778702, valid ppl: 81.358052, test ppl: 75.652376

global step: 54200, learning rate: 0.0003000, training ppl: 47.393438, valid ppl: 81.471032, test ppl: 75.630381

global step: 54300, learning rate: 0.0003000, training ppl: 47.321355, valid ppl: 81.452770, test ppl: 75.756271

global step: 54400, learning rate: 0.0003000, training ppl: 45.741988, valid ppl: 81.395928, test ppl: 75.576986

global step: 54500, learning rate: 0.0003000, training ppl: 46.417219, valid ppl: 81.539447, test ppl: 75.815235

global step: 54600, learning rate: 0.0003000, training ppl: 46.921158, valid ppl: 81.481243, test ppl: 75.657516

global step: 54700, learning rate: 0.0003000, training ppl: 47.485706, valid ppl: 81.547529, test ppl: 75.752088

global step: 54800, learning rate: 0.0003000, training ppl: 46.105843, valid ppl: 81.464934, test ppl: 75.694423

global step: 54900, learning rate: 0.0003000, training ppl: 46.184498, valid ppl: 81.704856, test ppl: 75.891566

global step: 55000, learning rate: 0.0003000, training ppl: 46.765780, valid ppl: 81.558585, test ppl: 75.738527

global step: 55100, learning rate: 0.0003000, training ppl: 48.969011, valid ppl: 81.491009, test ppl: 75.702108

global step: 55200, learning rate: 0.0003000, training ppl: 46.544886, valid ppl: 81.523692, test ppl: 75.676488

global step: 55300, learning rate: 0.0003000, training ppl: 45.881795, valid ppl: 81.597924, test ppl: 75.657609

global step: 55400, learning rate: 0.0003000, training ppl: 46.293376, valid ppl: 81.581751, test ppl: 75.630613

global step: 55500, learning rate: 0.0003000, training ppl: 50.238700, valid ppl: 81.555123, test ppl: 75.670462

global step: 55600, learning rate: 0.0003000, training ppl: 46.758788, valid ppl: 81.688895, test ppl: 75.769504

global step: 55700, learning rate: 0.0003000, training ppl: 45.330620, valid ppl: 81.815510, test ppl: 75.841858

global step: 55800, learning rate: 0.0003000, training ppl: 45.878716, valid ppl: 81.557072, test ppl: 75.603526

global step: 55900, learning rate: 0.0003000, training ppl: 53.132175, valid ppl: 81.581294, test ppl: 75.746115

global step: 56000, learning rate: 0.0003000, training ppl: 46.407985, valid ppl: 81.546399, test ppl: 75.671857

global step: 56100, learning rate: 0.0003000, training ppl: 45.140350, valid ppl: 81.573687, test ppl: 75.766616

global step: 56200, learning rate: 0.0003000, training ppl: 45.944677, valid ppl: 81.544625, test ppl: 75.610525

global step: 56300, learning rate: 0.0003000, training ppl: 46.416360, valid ppl: 81.509245, test ppl: 75.632571

global step: 56400, learning rate: 0.0003000, training ppl: 45.604690, valid ppl: 81.433180, test ppl: 75.542520

global step: 56500, learning rate: 0.0003000, training ppl: 44.343184, valid ppl: 81.596244, test ppl: 75.707865

global step: 56600, learning rate: 0.0003000, training ppl: 45.191283, valid ppl: 81.508353, test ppl: 75.641986

global step: 56700, learning rate: 0.0003000, training ppl: 45.868081, valid ppl: 81.444682, test ppl: 75.557348

global step: 56800, learning rate: 0.0000300, training ppl: 45.844923, valid ppl: 81.443186, test ppl: 75.558483

global step: 56900, learning rate: 0.0000300, training ppl: 44.130251, valid ppl: 81.446402, test ppl: 75.538118

global step: 57000, learning rate: 0.0000300, training ppl: 44.859844, valid ppl: 81.479380, test ppl: 75.557212

global step: 57100, learning rate: 0.0000300, training ppl: 45.238084, valid ppl: 81.493554, test ppl: 75.576926

global step: 57200, learning rate: 0.0000300, training ppl: 46.267283, valid ppl: 81.482208, test ppl: 75.563233

global step: 57300, learning rate: 0.0000300, training ppl: 44.703410, valid ppl: 81.489023, test ppl: 75.572819

global step: 57400, learning rate: 0.0000300, training ppl: 44.943702, valid ppl: 81.518567, test ppl: 75.593727

global step: 57500, learning rate: 0.0000300, training ppl: 45.259861, valid ppl: 81.507471, test ppl: 75.589705
/home/syp/miniconda2/envs/newtf/lib/python3.6/importlib/_bootstrap.py:205: RuntimeWarning: compiletime version 3.5 of module 'tensorflow.python.framework.fast_tensor_util' does not match runtime version 3.6
  return f(*args, **kwds)

global step: 57600, learning rate: 0.0000300, training ppl: 45.837162, valid ppl: 81.517162, test ppl: 75.597488

global step: 57700, learning rate: 0.0000300, training ppl: 44.971638, valid ppl: 81.491238, test ppl: 75.567225

global step: 57800, learning rate: 0.0000300, training ppl: 44.826121, valid ppl: 81.507159, test ppl: 75.584481

global step: 57900, learning rate: 0.0000300, training ppl: 45.157012, valid ppl: 81.534300, test ppl: 75.602363

global step: 58000, learning rate: 0.0000300, training ppl: 46.592032, valid ppl: 81.551244, test ppl: 75.625423

global step: 58100, learning rate: 0.0000300, training ppl: 45.167045, valid ppl: 81.541107, test ppl: 75.600827

global step: 58200, learning rate: 0.0000300, training ppl: 44.567038, valid ppl: 81.565904, test ppl: 75.624991

global step: 58300, learning rate: 0.0000300, training ppl: 44.823940, valid ppl: 81.607677, test ppl: 75.654264

global step: 58400, learning rate: 0.0000300, training ppl: 49.316568, valid ppl: 81.605852, test ppl: 75.651578

global step: 58500, learning rate: 0.0000300, training ppl: 45.470818, valid ppl: 81.588921, test ppl: 75.621362

global step: 58600, learning rate: 0.0000300, training ppl: 44.330201, valid ppl: 81.589844, test ppl: 75.634244

global step: 58700, learning rate: 0.0000300, training ppl: 44.545755, valid ppl: 81.568966, test ppl: 75.619140

global step: 58800, learning rate: 0.0000300, training ppl: 52.219791, valid ppl: 81.557155, test ppl: 75.614798

global step: 58900, learning rate: 0.0000300, training ppl: 45.586675, valid ppl: 81.533941, test ppl: 75.587659

global step: 59000, learning rate: 0.0000300, training ppl: 44.171931, valid ppl: 81.574574, test ppl: 75.625249

global step: 59100, learning rate: 0.0000300, training ppl: 44.847594, valid ppl: 81.614561, test ppl: 75.654899

global step: 59200, learning rate: 0.0000300, training ppl: 45.282272, valid ppl: 81.647353, test ppl: 75.676666

global step: 59300, learning rate: 0.0000300, training ppl: 45.391391, valid ppl: 81.592949, test ppl: 75.621754

global step: 59400, learning rate: 0.0000300, training ppl: 43.870094, valid ppl: 81.584934, test ppl: 75.623258

global step: 59500, learning rate: 0.0000300, training ppl: 44.584673, valid ppl: 81.583140, test ppl: 75.622140

global step: 59600, learning rate: 0.0000300, training ppl: 45.090052, valid ppl: 81.613355, test ppl: 75.640565

global step: 59700, learning rate: 0.0000300, training ppl: 45.452848, valid ppl: 81.590489, test ppl: 75.622943

global step: 59800, learning rate: 0.0000030, training ppl: 43.688115, valid ppl: 81.585310, test ppl: 75.620197

global step: 59900, learning rate: 0.0000030, training ppl: 44.395198, valid ppl: 81.584393, test ppl: 75.619928

global step: 60000, learning rate: 0.0000030, training ppl: 44.862260, valid ppl: 81.584596, test ppl: 75.619831

global step: 60100, learning rate: 0.0000030, training ppl: 45.187480, valid ppl: 81.581930, test ppl: 75.619776

global step: 60200, learning rate: 0.0000030, training ppl: 44.082081, valid ppl: 81.581354, test ppl: 75.620428

global step: 60300, learning rate: 0.0000030, training ppl: 44.586614, valid ppl: 81.582286, test ppl: 75.622004

global step: 60400, learning rate: 0.0000030, training ppl: 44.936475, valid ppl: 81.581405, test ppl: 75.620778

global step: 60500, learning rate: 0.0000030, training ppl: 45.785408, valid ppl: 81.578296, test ppl: 75.618757

global step: 60600, learning rate: 0.0000030, training ppl: 44.516081, valid ppl: 81.576764, test ppl: 75.618130

global step: 60700, learning rate: 0.0000030, training ppl: 44.599264, valid ppl: 81.577638, test ppl: 75.620670

global step: 60800, learning rate: 0.0000030, training ppl: 44.916936, valid ppl: 81.576856, test ppl: 75.619597

global step: 60900, learning rate: 0.0000030, training ppl: 45.853910, valid ppl: 81.576354, test ppl: 75.620494

global step: 61000, learning rate: 0.0000030, training ppl: 44.611858, valid ppl: 81.572301, test ppl: 75.616458

global step: 61100, learning rate: 0.0000030, training ppl: 44.334983, valid ppl: 81.573349, test ppl: 75.618634

global step: 61200, learning rate: 0.0000030, training ppl: 44.694449, valid ppl: 81.575223, test ppl: 75.621690

global step: 61300, learning rate: 0.0000030, training ppl: 48.216990, valid ppl: 81.574765, test ppl: 75.622282

global step: 61400, learning rate: 0.0000030, training ppl: 45.768179, valid ppl: 81.573176, test ppl: 75.620971

global step: 61500, learning rate: 0.0000030, training ppl: 44.283155, valid ppl: 81.573957, test ppl: 75.622732

global step: 61600, learning rate: 0.0000030, training ppl: 44.600235, valid ppl: 81.574552, test ppl: 75.624643

global step: 61700, learning rate: 0.0000030, training ppl: 49.368565, valid ppl: 81.572389, test ppl: 75.624067

global step: 61800, learning rate: 0.0000030, training ppl: 45.058577, valid ppl: 81.568499, test ppl: 75.620924

global step: 61900, learning rate: 0.0000030, training ppl: 43.813482, valid ppl: 81.567823, test ppl: 75.621718

global step: 62000, learning rate: 0.0000030, training ppl: 44.464549, valid ppl: 81.570026, test ppl: 75.621991

global step: 62100, learning rate: 0.0000030, training ppl: 44.944320, valid ppl: 81.573222, test ppl: 75.624988

